A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 58, B : 3f, C: 30, D : f6 ,E: c9, F : 9d, G : 8e 
A : 77, B : 49, C: 2c, D : 04 ,E: bf, F : be, G : a0 
A : 1c, B : 15, C: ff, D : dc ,E: dc, F : c3, G : a6 
A : 63, B : 4b, C: 1f, D : b4 ,E: 7b, F : 6d, G : d9 
A : 02, B : eb, C: e1, D : d0 ,E: 35, F : e8, G : 8b 
A : 3d, B : 32, C: e2, D : da ,E: 6d, F : e5, G : b7 
A : 5c, B : 46, C: 38, D : e6 ,E: 51, F : c0, G : 83 
A : 4b, B : 49, C: 3c, D : c0 ,E: 6e, F : 06, G : e6 
A : 57, B : 33, C: 16, D : f8 ,E: fb, F : aa, G : a7 
A : 36, B : 0b, C: e9, D : e6 ,E: 66, F : 4a, G : 47 
A : 7c, B : 78, C: 39, D : 16 ,E: 79, F : 12, G : 06 
A : 24, B : e8, C: d5, D : a2 ,E: d6, F : d5, G : d2 
A : fd, B : d2, C: ce, D : a0 ,E: 6f, F : 38, G : 9d 
A : 40, B : 3d, C: 31, D : da ,E: 28, F : 22, G : 0e 
A : 18, B : 10, C: fd, D : e6 ,E: 6e, F : b1, G : 8f 
A : 14, B : 07, C: fb, D : b0 ,E: 78, F : ff, G : 85 
A : 3f, B : 30, C: 1b, D : f6 ,E: e2, F : c9, G : 8e 
A : 65, B : 2c, C: 1e, D : fc ,E: df, F : c4, G : a0 
A : ff, B : df, C: dd, D : da ,E: 75, F : c3, G : a6 
A : 4b, B : 1f, C: f5, D : b0 ,E: 6d, F : 21, G : d9 
A : 37, B : eb, C: e1, D : d0 ,E: 43, F : e8, G : 8b 
A : 46, B : 41, C: 3d, D : 32 ,E: e7, F : e5, G : b7 
A : 5c, B : 21, C: eb, D : e6 ,E: c0, F : 87, G : 83 
A : 49, B : 3c, C: 39, D : 18 ,E: 2a, F : 06, G : e6 
A : 4a, B : 33, C: 16, D : d8 ,E: 20, F : fb, G : a7 
A : 40, B : 0b, C: e9, D : 9c ,E: 66, F : 4a, G : b4 
A : 78, B : 39, C: 17, D : ea ,E: 79, F : 15, G : 12 
A : 24, B : 01, C: da, D : d4 ,E: d6, F : d5, G : be 
A : 25, B : f5, C: d2, D : ce ,E: 38, F : cf, G : 9d 
A : 44, B : 40, C: 31, D : da ,E: 3b, F : 22, G : 0e 
A : 10, B : fd, C: e7, D : aa ,E: 6e, F : 58, G : 8f 
A : 07, B : fb, C: ec, D : ea ,E: 78, F : 30, G : 85 
A : 3e, B : 1b, C: f7, D : b8 ,E: e2, F : c9, G : a1 
A : 4f, B : 45, C: 1e, D : fc ,E: 35, F : df, G : c4 
A : 1c, B : df, C: dd, D : da ,E: 75, F : c3, G : b2 
A : 68, B : 1f, C: f5, D : b0 ,E: 6d, F : 21, G : f3 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 4b, B : 43, C: b4, D : ac ,E: 4e, F : 47, G : c6 
A : 5d, B : 58, C: 21, D : 08 ,E: 17, F : f9, G : e3 
A : 72, B : 6b, C: 52, D : 44 ,E: 5f, F : 41, G : 32 
A : 28, B : 22, C: ef, D : ba ,E: 43, F : 2d, G : 09 
A : 50, B : 04, C: e8, D : c4 ,E: 36, F : c2, G : b2 
A : 42, B : 14, C: e2, D : e0 ,E: 48, F : 2d, G : ed 
A : 5f, B : 4d, C: 3d, D : 2e ,E: 4b, F : 3c, G : f8 
A : 61, B : 41, C: 0f, D : 02 ,E: 60, F : 17, G : d2 
A : fe, B : f8, C: 9a, D : 94 ,E: 20, F : c9, G : 80 
A : 40, B : 3b, C: 12, D : ca ,E: 62, F : cc, G : a1 
A : 4f, B : 3b, C: 30, D : 0a ,E: 48, F : 0b, G : d9 
A : 0f, B : cf, C: af, D : 8c ,E: 3e, F : b4, G : 9f 
A : 40, B : 38, C: cc, D : be ,E: 1e, F : b3, G : 90 
A : 6e, B : 0e, C: ed, D : b4 ,E: 64, F : 62, G : 3e 
A : 4d, B : 3b, C: 06, D : fa ,E: 6b, F : c9, G : 8a 
A : cf, B : cd, C: b3, D : ae ,E: 5f, F : e9, G : 9e 
A : 4b, B : 08, C: b2, D : ac ,E: 4e, F : 47, G : 1c 
A : 41, B : 21, C: 09, D : ac ,E: 17, F : f9, G : 85 
A : 72, B : 52, C: 04, D : f6 ,E: 41, F : 32, G : 13 
A : 28, B : 22, C: 16, D : ba ,E: 2d, F : 09, G : cb 
A : 55, B : 50, C: 04, D : e8 ,E: 36, F : c2, G : 96 
A : 07, B : 02, C: e0, D : ce ,E: 48, F : 13, G : ed 
A : 4d, B : 3d, C: 2f, D : 00 ,E: 3c, F : f8, G : e5 
A : 61, B : 4b, C: 02, D : 02 ,E: 17, F : d2, G : ac 
A : 39, B : fe, C: f8, D : c2 ,E: 20, F : c9, G : c5 
A : 58, B : 3b, C: 21, D : ca ,E: d4, F : cc, G : a1 
A : 71, B : 4f, C: 3b, D : 14 ,E: 48, F : 0b, G : c6 
A : 0f, B : cf, C: aa, D : 94 ,E: 3e, F : ed, G : 9f 
A : 71, B : 38, C: bf, D : 9c ,E: 1e, F : b3, G : 9e 
A : 74, B : 6e, C: 1e, D : b4 ,E: 64, F : 62, G : 3e 
A : 54, B : 4d, C: 3b, D : 06 ,E: 6b, F : 08, G : c9 
A : 63, B : 0e, C: cd, D : ae ,E: 61, F : 5f, G : 9e 
A : 35, B : 08, C: 06, D : b2 ,E: 5a, F : 47, G : 1c 
A : 00, B : 00, C: e2, D : ac ,E: 17, F : e3, G : 85 
A : 51, B : 46, C: 04, D : f6 ,E: 62, F : 32, G : 13 
A : 6e, B : 69, C: 22, D : 16 ,E: 37, F : 2d, G : cb 
A : 6d, B : 55, C: 04, D : e8 ,E: 36, F : c3, G : 96 
A : 41, B : 07, C: e6, D : e0 ,E: 48, F : 13, G : 92 
A : 3d, B : 2f, C: 06, D : 00 ,E: 0b, F : f8, G : e5 
A : 61, B : 4b, C: e8, D : d2 ,E: 4c, F : d2, G : ac 
A : 39, B : fe, C: c2, D : a0 ,E: 20, F : c5, G : a3 
A : 58, B : 3d, C: 28, D : 20 ,E: 1b, F : d4, G : cc 
A : 4f, B : 15, C: 0a, D : b0 ,E: 0b, F : d7, G : c6 
A : 0f, B : ff, C: b1, D : aa ,E: 7b, F : 3e, G : ed 
A : 71, B : 58, C: 38, D : 9c ,E: 1e, F : 9e, G : 9d 
A : 77, B : 74, C: be, D : a0 ,E: 22, F : de, G : b2 
A : 4d, B : 3b, C: dc, D : a6 ,E: 6b, F : 65, G : 08 
A : 63, B : 4b, C: 0e, D : d8 ,E: 61, F : 5f, G : 3b 
A : 08, B : 06, C: e8, D : e0 ,E: 5a, F : 51, G : 1c 
A : 61, B : 5a, C: 05, D : e2 ,E: 4f, F : e3, G : 85 
A : 51, B : 46, C: f6, D : ca ,E: 62, F : 42, G : 13 
A : 6e, B : 69, C: 4b, D : 16 ,E: 37, F : cb, G : 99 
A : 6d, B : 55, C: 33, D : aa ,E: d0, F : c3, G : 96 
A : 47, B : 41, C: 0b, D : 06 ,E: 13, F : ac, G : 92 
A : 79, B : 39, C: 06, D : 00 ,E: 15, F : 0b, G : e5 
A : e8, B : d6, C: d5, D : d2 ,E: 4c, F : ac, G : 8e 
A : 39, B : 38, C: ce, D : c2 ,E: c5, F : ac, G : a3 
A : 3d, B : 31, C: 28, D : 22 ,E: 48, F : 1b, G : d4 
A : 15, B : 10, C: b1, D : 96 ,E: 52, F : d7, G : c6 
A : fb, B : b1, C: aa, D : 94 ,E: 7b, F : ed, G : ab 
A : 58, B : f7, C: c9, D : 9c ,E: c7, F : 9e, G : 9d 
A : 77, B : 05, C: bf, D : be ,E: 42, F : de, G : b2 
A : 1c, B : dc, C: c3, D : a6 ,E: 65, F : 3e, G : 08 
A : 6d, B : 63, C: 4b, D : 1e ,E: 61, F : 3b, G : 31 
A : 06, B : e8, C: e1, D : b8 ,E: 5a, F : 51, G : 15 
A : 5a, B : e5, C: e2, D : cc ,E: 4f, F : 4f, G : 43 
A : 51, B : 46, C: c0, D : a2 ,E: 62, F : 42, G : 1d 
A : 69, B : 4b, C: 49, D : 06 ,E: 37, F : c6, G : 99 
A : 33, B : fb, C: b2, D : aa ,E: 1c, F : d0, G : c3 
A : 4a, B : 47, C: 0b, D : e8 ,E: 16, F : ac, G : 92 
A : 79, B : 78, C: 39, D : 12 ,E: 15, F : 13, G : 0b 
A : e8, B : d6, C: d5, D : d4 ,E: 4c, F : 38, G : 8e 
A : 38, B : d2, C: ce, D : a0 ,E: ad, F : ac, G : a3 
A : 31, B : 28, C: 22, D : 0e ,E: 48, F : 1b, G : f2 
A : 6e, B : 10, C: b1, D : 96 ,E: 52, F : df, G : d7 
A : ff, B : fb, C: b1, D : 88 ,E: 7b, F : f4, G : ab 
A : f7, B : e2, C: c9, D : ac ,E: c7, F : c2, G : 9d 
A : 05, B : df, C: de, D : c4 ,E: 42, F : 40, G : 32 
A : 1c, B : df, C: c3, D : a6 ,E: 65, F : 3e, G : ce 
A : 4b, B : 21, C: 1f, D : d8 ,E: 3b, F : 3b, G : 31 
A : 37, B : e8, C: e1, D : b8 ,E: 64, F : 51, G : 15 
A : 41, B : e7, C: e5, D : cc ,E: 4f, F : 4f, G : 9b 
A : 21, B : c0, C: a2, D : 86 ,E: 42, F : 1d, G : bd 
A : 49, B : 39, C: 2a, D : 06 ,E: 6d, F : c6, G : 99 
A : 20, B : fb, C: d9, D : b2 ,E: 1c, F : 12, G : d0 
A : 4a, B : 44, C: 0b, D : e8 ,E: 46, F : 16, G : ac 
A : 78, B : 39, C: 15, D : 12 ,E: 15, F : 13, G : e0 
A : 01, B : d6, C: d5, D : d4 ,E: 38, F : 93, G : 8e 
A : 38, B : d2, C: cf, D : ce ,E: ad, F : ac, G : 92 
A : 31, B : 22, C: 0e, D : da ,E: 48, F : f2, G : c2 
A : 6e, B : 58, C: 10, D : aa ,E: 52, F : 17, G : df 
A : 30, B : fb, C: eb, D : 88 ,E: f4, F : ab, G : a3 
A : e2, B : c9, C: b8, D : ac ,E: 0c, F : c7, G : c2 
A : 35, B : 05, C: df, D : de ,E: 42, F : 40, G : 30 
A : 1c, B : df, C: c3, D : b2 ,E: 3e, F : f7, G : ce 
A : 68, B : 21, C: 1f, D : f2 ,E: 3b, F : 31, G : 83 
A : 00, B : 00, C: 00, D : 00 ,E: 0c, F : 07, G : 02 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 1e, F : 17, G : 0e 
A : 00, B : 00, C: 00, D : 00 ,E: 1b, F : 11, G : 03 
A : 4e, B : 47, C: 43, D : c6 ,E: 0b, F : f0, G : a2 
A : 18, B : 17, C: f9, D : e2 ,E: 7e, F : 67, G : b8 
A : 6b, B : 5f, C: 52, D : 40 ,E: 2c, F : 07, G : d7 
A : 2d, B : 22, C: 09, D : ee ,E: 69, F : 21, G : c7 
A : e8, B : c4, C: c2, D : b2 ,E: ec, F : c4, G : ba 
A : 48, B : 2d, C: 02, D : ec ,E: 2d, F : 25, G : 9d 
A : 4b, B : 3c, C: 2f, D : 22 ,E: 1e, F : 0c, G : df 
A : 60, B : 41, C: 17, D : 02 ,E: 17, F : 9f, G : 97 
A : fe, B : f8, C: c9, D : 94 ,E: 7d, F : c9, G : b0 
A : 12, B : cc, C: cb, D : a0 ,E: 71, F : 6a, G : 23 
A : 3b, B : 30, C: 0b, D : 0a ,E: 53, F : 38, G : ff 
A : 0f, B : b4, C: 9f, D : 8c ,E: 56, F : f2, G : b9 
A : 38, B : 1e, C: bf, D : b2 ,E: 68, F : 13, G : ca 
A : 64, B : 62, C: 3e, D : 0e ,E: 0e, F : d9, G : b9 
A : 54, B : 3b, C: fb, D : c8 ,E: 69, F : c3, G : bb 
A : 0e, B : e9, C: cf, D : a8 ,E: 62, F : c5, G : bb 
A : 4e, B : 47, C: 1c, D : b2 ,E: 66, F : 0b, G : a2 
A : 17, B : 01, C: f9, D : c8 ,E: 67, F : 51, G : b8 
A : 52, B : 41, C: 32, D : 12 ,E: 07, F : d7, G : 94 
A : 22, B : 16, C: 09, D : ca ,E: 31, F : 21, G : c7 
A : 36, B : e8, C: c4, D : c2 ,E: ec, F : cb, G : ba 
A : 41, B : 13, C: 02, D : ec ,E: 68, F : 65, G : 3d 
A : 3c, B : 2f, C: f8, D : e4 ,E: 1e, F : ee, G : df 
A : 17, B : 02, C: d2, D : ac ,E: 17, F : aa, G : 97 
A : fe, B : f8, C: c9, D : c4 ,E: 7d, F : b8, G : b0 
A : d4, B : cc, C: cb, D : a0 ,E: 71, F : 6a, G : 32 
A : 48, B : 3b, C: 0b, D : 0a ,E: 64, F : 53, G : ff 
A : 0f, B : ed, C: 9f, D : 94 ,E: 56, F : 2c, G : b9 
A : 1e, B : bf, C: b3, D : 9e ,E: 68, F : 13, G : 0a 
A : 64, B : 62, C: 3e, D : 0e ,E: 4a, F : 0e, G : d9 
A : 54, B : 3b, C: 08, D : dc ,E: 69, F : 5c, G : bb 
A : 61, B : 5f, C: 0e, D : a8 ,E: 62, F : ee, G : c5 
A : 5a, B : 47, C: 35, D : 1c ,E: 66, F : 09, G : a2 
A : 5d, B : 17, C: 01, D : e2 ,E: 67, F : 51, G : ec 
A : 52, B : 51, C: 32, D : 12 ,E: 07, F : bd, G : 94 
A : 37, B : 2d, C: 22, D : 16 ,E: 31, F : 21, G : a8 
A : 36, B : e8, C: c3, D : aa ,E: 37, F : cb, G : ba 
A : 47, B : 41, C: 13, D : b4 ,E: 68, F : a4, G : 9d 
A : 0b, B : 06, C: f8, D : e4 ,E: 1e, F : 1c, G : ee 
A : 4c, B : d2, C: d2, D : ac ,E: 04, F : aa, G : 97 
A : 20, B : fe, C: c5, D : c2 ,E: 7d, F : 4a, G : b8 
A : 21, B : 1b, C: d4, D : cc ,E: 71, F : 1e, G : 92 
A : 0b, B : 0a, C: d7, D : c6 ,E: 64, F : 53, G : 92 
A : 3e, B : 0f, C: ff, D : ec ,E: 2c, F : da, G : b9 
A : 1e, B : 9e, C: 9d, D : 9c ,E: 7b, F : 13, G : 0a 
A : 22, B : de, C: be, D : b2 ,E: 4a, F : f4, G : d9 
A : 65, B : 3b, C: 08, D : dc ,E: 69, F : 5c, G : 19 
A : 61, B : 5f, C: 3b, D : 0e ,E: 64, F : ee, G : c5 
A : 51, B : 35, C: 1c, D : e8 ,E: 66, F : 43, G : 09 
A : 4f, B : 01, C: e5, D : e2 ,E: 51, F : f7, G : ec 
A : 51, B : 42, C: 13, D : f6 ,E: fe, F : bd, G : 94 
A : 37, B : 16, C: 06, D : ca ,E: 55, F : 31, G : a8 
A : d0, B : c3, C: aa, D : a6 ,E: 5f, F : 37, G : cb 
A : 47, B : 41, C: 13, D : ac ,E: 68, F : 4f, G : a4 
A : 15, B : 0b, C: 06, D : e4 ,E: 1c, F : ee, G : 9a 
A : d6, B : d2, C: ac, D : 98 ,E: 58, F : 04, G : aa 
A : 38, B : c5, C: c2, D : ac ,E: 4a, F : 15, G : b8 
A : 28, B : 22, C: 21, D : 1a ,E: 7d, F : 1e, G : 92 
A : 52, B : d7, C: c6, D : b0 ,E: 64, F : 98, G : 92 
A : ff, B : ed, C: ab, D : 94 ,E: 2c, F : e6, G : da 
A : c7, B : 9e, C: 9d, D : 9c ,E: 7b, F : 0a, G : e7 
A : df, B : de, C: be, D : b2 ,E: 6d, F : 6a, G : 54 
A : 3e, B : 08, C: dc, D : c2 ,E: 5c, F : 19, G : b0 
A : 6d, B : 61, C: 3b, D : 30 ,E: 64, F : 35, G : ee 
A : 51, B : 35, C: 15, D : e8 ,E: 43, F : 35, G : 09 
A : 4f, B : 4f, C: 43, D : e4 ,E: 76, F : f7, G : ec 
A : 51, B : 42, C: 1d, D : c0 ,E: fe, F : bd, G : ba 
A : 37, B : 06, C: e6, D : c6 ,E: 68, F : 55, G : a8 
A : fb, B : d0, C: c3, D : aa ,E: 5f, F : 37, G : aa 
A : 4a, B : 47, C: 16, D : ac ,E: 4f, F : e2, G : a4 
A : 15, B : 13, C: 12, D : 0a ,E: 1c, F : ef, G : 9a 
A : 38, B : d6, C: d5, D : d2 ,E: 58, F : 04, G : cc 
A : 38, B : ad, C: ac, D : a2 ,E: 4a, F : 15, G : f6 
A : 28, B : 22, C: 1b, D : 0e ,E: 7d, F : 1e, G : a9 
A : 52, B : df, C: d7, D : b0 ,E: 48, F : 98, G : 92 
A : 78, B : ff, C: f4, D : aa ,E: 07, F : e6, G : da 
A : c9, B : c7, C: c2, D : 9c ,E: 7b, F : 50, G : e7 
A : 40, B : 32, C: df, D : c4 ,E: 7f, F : 6d, G : f4 
A : 65, B : 3e, C: ce, D : c2 ,E: 19, F : b3, G : b0 
A : 3b, B : 3b, C: 31, D : 20 ,E: 64, F : 35, G : 91 
A : 51, B : 43, C: 15, D : e8 ,E: 71, F : 43, G : 35 
A : 4f, B : e7, C: e5, D : b6 ,E: 76, F : 72, G : 37 
A : 1d, B : c0, C: bd, D : 86 ,E: fe, F : f4, G : ba 
A : 2a, B : 06, C: e6, D : c6 ,E: 68, F : 55, G : 51 
A : 1c, B : 12, C: fb, D : d0 ,E: 5f, F : ce, G : aa 
A : 4a, B : 46, C: 16, D : b4 ,E: 4f, F : 12, G : e2 
A : 15, B : 15, C: 13, D : 12 ,E: ef, F : c8, G : 9a 
A : d6, B : d5, C: be, D : 92 ,E: 58, F : cc, G : bb 
A : cf, B : ad, C: ac, D : 9c ,E: 15, F : f6, G : 86 
A : 3b, B : 22, C: 0e, D : f2 ,E: 7d, F : e2, G : a9 
A : 58, B : 52, C: 17, D : de ,E: 55, F : 48, G : 98 
A : 30, B : f4, C: ab, D : a2 ,E: 07, F : e6, G : c6 
A : e2, B : c9, C: c7, D : c2 ,E: 50, F : e7, G : 98 
A : 40, B : 35, C: 30, D : de ,E: 7f, F : 6d, G : b3 
A : 3e, B : f7, C: ce, D : c2 ,E: f1, F : b3, G : b0 
A : 3b, B : 31, C: 21, D : f2 ,E: 6c, F : 35, G : 91 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 41, B : 31, C: 0d, D : b4 ,E: 67, F : 21, G : 19 
A : 07, B : 00, C: 00, D : 00 ,E: 7d, F : 73, G : 61 
A : 0f, B : 9d, C: 94, D : 84 ,E: 7c, F : 6b, G : 4d 
A : df, B : df, C: ce, D : a2 ,E: df, F : d9, G : ac 
A : 5e, B : 52, C: 13, D : c4 ,E: b7, F : a5, G : 86 
A : 62, B : 55, C: 4b, D : bc ,E: 46, F : 33, G : 87 
A : 4f, B : 49, C: b6, D : 9e ,E: 7a, F : 76, G : 9e 
A : 61, B : f7, C: d2, D : be ,E: 75, F : 43, G : ef 
A : 65, B : 35, C: 0f, D : 8c ,E: 35, F : f8, G : 84 
A : 34, B : 32, C: 1b, D : c2 ,E: 27, F : f8, G : f1 
A : 5d, B : 21, C: e7, D : de ,E: 3f, F : cd, G : 88 
A : 35, B : 25, C: 02, D : c4 ,E: 01, F : 01, G : c6 
A : 74, B : 11, C: fb, D : ac ,E: fd, F : e0, G : c6 
A : 4f, B : 41, C: 18, D : 14 ,E: 67, F : c6, G : a9 
A : 40, B : 38, C: 2c, D : 18 ,E: 61, F : 5c, G : af 
A : 24, B : 11, C: c3, D : c0 ,E: 5e, F : 50, G : c0 
A : 41, B : 31, C: b5, D : 96 ,E: 21, F : 19, G : c9 
A : 28, B : 07, C: ef, D : 92 ,E: 78, F : 73, G : 61 
A : cd, B : 9d, C: 8d, D : 84 ,E: 6b, F : 4d, G : 99 
A : 5c, B : df, C: b9, D : a2 ,E: 71, F : df, G : ac 
A : 5e, B : 13, C: 0a, D : a2 ,E: 7a, F : b7, G : a5 
A : 6f, B : 4b, C: d5, D : ca ,E: 46, F : 33, G : 9f 
A : 4f, B : 03, C: fb, D : b6 ,E: 76, F : 06, G : 9e 
A : 64, B : 4e, C: f7, D : d2 ,E: 75, F : 43, G : aa 
A : 65, B : 55, C: 35, D : 9c ,E: 52, F : 35, G : f8 
A : 5e, B : 5d, C: 52, D : 34 ,E: f8, F : f1, G : de 
A : 5d, B : 45, C: 21, D : de ,E: 3f, F : ea, G : 88 
A : 25, B : 02, C: c4, D : 9c ,E: 32, F : 01, G : c6 
A : 77, B : 74, C: fb, D : 9e ,E: 6f, F : fd, G : e0 
A : 56, B : 4f, C: 41, D : 3c ,E: 67, F : c6, G : ac 
A : 38, B : 2c, C: 21, D : 18 ,E: 5c, F : c1, G : af 
A : f6, B : c3, C: c1, D : a0 ,E: 50, F : 17, G : c0 
A : 41, B : 31, C: 1d, D : bc ,E: 39, F : 19, G : c9 
A : 5b, B : 4c, C: 28, D : 92 ,E: 78, F : 73, G : 9e 
A : d2, B : cd, C: 9d, D : 8c ,E: 6b, F : 99, G : 86 
A : 5b, B : ea, C: b9, D : a2 ,E: 71, F : df, G : a7 
A : 40, B : 0a, C: df, D : a2 ,E: 7a, F : 2a, G : a5 
A : f6, B : d5, C: cb, D : ac ,E: 33, F : 1b, G : 9f 
A : 60, B : 4f, C: 0a, D : 02 ,E: 76, F : 4c, G : 06 
A : 69, B : 64, C: 4e, D : 2c ,E: 43, F : 29, G : aa 
A : 55, B : 46, C: 35, D : 0e ,E: 52, F : 35, G : 34 
A : 5d, B : 52, C: 3b, D : 34 ,E: 43, F : f8, G : de 
A : 5d, B : 45, C: 24, D : de ,E: 3f, F : ea, G : 87 
A : 3d, B : 37, C: 02, D : 9c ,E: 32, F : c6, G : b1 
A : 77, B : 74, C: 6f, D : 02 ,E: 6f, F : fd, G : e7 
A : 52, B : 4f, C: 3d, D : 18 ,E: 67, F : 62, G : 4c 
A : 31, B : 21, C: 18, D : fa ,E: 0e, F : c1, G : af 
A : f6, B : e3, C: a0, D : 8a ,E: 61, F : 17, G : c0 
A : 57, B : 49, C: 1d, D : bc ,E: 3e, F : 39, G : c9 
A : 5b, B : 4c, C: aa, D : 96 ,E: 7b, F : 78, G : 9e 
A : 0f, B : 02, C: d2, D : cc ,E: f3, F : 99, G : 86 
A : 5b, B : 17, C: ea, D : b8 ,E: 74, F : 71, G : a7 
A : 0a, B : e6, C: df, D : d4 ,E: 7a, F : 46, G : 2a 
A : 65, B : 54, C: 45, D : f6 ,E: 1b, F : 07, G : 9f 
A : 0a, B : 03, C: fb, D : dc ,E: 69, F : 4c, G : 06 
A : 69, B : 4e, C: 4d, D : 2c ,E: 29, F : b2, G : aa 
A : 46, B : 40, C: 0e, D : ec ,E: 52, F : 34, G : ec 
A : 5d, B : 10, C: db, D : 9c ,E: 43, F : e3, G : de 
A : 46, B : 45, C: 24, D : 18 ,E: 38, F : ea, G : 87 
A : 6b, B : 3d, C: 37, D : 9c ,E: 33, F : 32, G : b1 
A : 6f, B : 03, C: db, D : 9e ,E: 6f, F : 56, G : e7 
A : 56, B : 52, C: 52, D : 3c ,E: 42, F : b6, G : ac 
A : 28, B : 21, C: fa, D : c8 ,E: 0e, F : c1, G : b1 
A : f6, B : e3, C: a1, D : a0 ,E: 61, F : 17, G : 99 
A : 49, B : 1d, C: 11, D : bc ,E: 3e, F : 39, G : eb 
A : 5b, B : 08, C: f4, D : aa ,E: 7b, F : 9e, G : 9e 
A : 0f, B : 02, C: f2, D : d2 ,E: 19, F : f3, G : 86 
A : 20, B : 17, C: ea, D : d6 ,E: 74, F : bd, G : a7 
A : 40, B : 12, C: e6, D : de ,E: 46, F : 2a, G : 9f 
A : 45, B : 29, C: f6, D : c8 ,E: 1b, F : 07, G : bc 
A : 14, B : 0a, C: dd, D : c8 ,E: 7e, F : 69, G : 4c 
A : 58, B : 4d, C: 2d, D : 1a ,E: 29, F : b2, G : 8a 
A : 46, B : 40, C: 0e, D : ec ,E: 34, F : ec, G : 8c 
A : 10, B : f5, C: db, D : 9c ,E: 43, F : e3, G : d4 
A : 46, B : 24, C: 19, D : f0 ,E: 60, F : 38, G : 87 
A : 6b, B : 40, C: 3d, D : 36 ,E: 33, F : b1, G : b0 
A : 6f, B : 03, C: f6, D : da ,E: 56, F : 36, G : e7 
A : 52, B : 47, C: 2a, D : 12 ,E: 42, F : e3, G : b6 
A : 28, B : fa, C: ce, D : c4 ,E: 0e, F : b1, G : a7 
A : 22, B : e3, C: af, D : a0 ,E: 61, F : 22, G : 99 
A : 49, B : 11, C: e6, D : 9c ,E: 3e, F : eb, G : dd 
A : 08, B : f4, C: f0, D : aa ,E: 7b, F : 65, G : 9e 
A : 02, B : f2, C: c6, D : be ,E: 19, F : f3, G : d4 
A : 20, B : 17, C: d6, D : 9a ,E: 74, F : 74, G : bd 
A : 62, B : 46, C: 12, D : e6 ,E: 60, F : 46, G : 9f 
A : 45, B : 29, C: c8, D : ae ,E: 12, F : 07, G : bc 
A : 14, B : 05, C: dd, D : c8 ,E: 7e, F : 69, G : be 
A : 58, B : 4d, C: 1a, D : 14 ,E: 59, F : b2, G : 8a 
A : 6a, B : 40, C: 12, D : ec ,E: ec, F : b1, G : 8c 
A : 66, B : 3c, C: 10, D : f4 ,E: 55, F : e3, G : d4 
A : 51, B : 46, C: 19, D : f0 ,E: 60, F : 38, G : 88 
A : 6b, B : 40, C: 24, D : f8 ,E: 33, F : d9, G : b0 
A : 4b, B : 47, C: f6, D : da ,E: 56, F : 36, G : d5 
A : 47, B : 2a, C: 12, D : e6 ,E: 77, F : e3, G : b6 
A : 28, B : d8, C: ce, D : c4 ,E: 1a, F : b1, G : a7 
A : 22, B : 1d, C: 08, D : ae ,E: 22, F : 9d, G : 99 
A : 00, B : 00, C: 00, D : 00 ,E: 16, F : 16, G : 15 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 1a, F : 11, G : 07 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 41, B : 21, C: 19, D : 0c ,E: 42, F : da, G : 91 
A : 73, B : 61, C: ef, D : be ,E: 74, F : 71, G : 1d 
A : 6b, B : 66, C: 4d, D : 84 ,E: 54, F : fd, G : f9 
A : df, B : d9, C: ce, D : ac ,E: d9, F : d0, G : b5 
A : 13, B : c4, C: b7, D : a4 ,E: 35, F : 32, G : a7 
A : 46, B : 42, C: 33, D : d4 ,E: 00, F : 00, G : 00 
A : 76, B : 60, C: 49, D : b6 ,E: 46, F : 14, G : 10 
A : 64, B : 61, C: 43, D : f6 ,E: 26, F : c1, G : 96 
A : 35, B : f8, C: 8c, D : 84 ,E: 60, F : 38, G : f2 
A : 27, B : 1b, C: f8, D : f0 ,E: 71, F : 16, G : 94 
A : e7, B : df, C: de, D : cc ,E: 6e, F : 1f, G : c1 
A : 02, B : 01, C: 01, D : c6 ,E: 98, F : 90, G : 8d 
A : 11, B : fd, C: e0, D : c6 ,E: 52, F : 1d, G : d9 
A : 41, B : 18, C: 15, D : c6 ,E: 6f, F : 68, G : 65 
A : 60, B : 5c, C: 40, D : 38 ,E: 3a, F : 38, G : e7 
A : 54, B : 50, C: 11, D : c0 ,E: fd, F : bd, G : 8c 
A : 41, B : 21, C: 19, D : c8 ,E: 4f, F : 42, G : 91 
A : 73, B : 61, C: 4c, D : ee ,E: 74, F : fd, G : dd 
